Theme (EN),Theme (Kabutan),TSE 17-Sector,TSE 33-Sector,Symbol,Company Name (EN),Name (Kabutan),Market (EN),Market (Kabutan)
3D Video / Display,3D映像,MACHINERY,Machinery,6145,"NITTOKU CO.,LTD.",ＮＩＴＴＯＫ,TSE Standard,東Ｓ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Other Products,7974,"Nintendo Co.,Ltd.",任天堂,TSE Prime,東Ｐ
3D Video / Display,3D映像,RAW MATERIALS & CHEMICALS,Chemicals,4064,"Nippon Carbide Industries Company,Incorporated",カーバイド,TSE Prime,東Ｐ
3D Video / Display,3D映像,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6914,"OPTEX GROUP Company,Limited",オプテクスＧ,TSE Prime,東Ｐ
3D Video / Display,3D映像,RAW MATERIALS & CHEMICALS,Chemicals,4187,OSAKA ORGANIC CHEMICAL INDUSTRY LTD.,大有機,TSE Prime,東Ｐ
3D Video / Display,3D映像,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6752,Panasonic Holdings Corporation,パナＨＤ,TSE Prime,東Ｐ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,9412,SKY Perfect JSAT Holdings Inc.,スカＪＳＡＴ,TSE Prime,東Ｐ
3D Video / Display,3D映像,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6758,SONY GROUP CORPORATION,ソニーＧ,TSE Prime,東Ｐ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,4838,SPACE SHOWER SKIYAKI HOLDINGS INC.,ＳＳＳＫＨＤ,TSE Standard,東Ｓ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,269A,Sapeet Inc.,Ｓａｐｅｅｔ,TSE Growth,東Ｇ
3D Video / Display,3D映像,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6753,Sharp Corporation,シャープ,TSE Prime,東Ｐ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,9601,"Shochiku Co.,Ltd.",松竹,TSE Prime,東Ｐ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,3907,Silicon Studio Corp.,シリコンスタ,TSE Standard,東Ｓ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,2317,Systena Corporation,システナ,TSE Prime,東Ｐ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,5248,"TECHNOLOGIES,Inc.",テクノロジー,TSE Growth,東Ｇ
3D Video / Display,3D映像,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3401,TEIJIN LIMITED,帝人,TSE Prime,東Ｐ
3D Video / Display,3D映像,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6769,"THine Electronics,Inc.",ザイン,TSE Standard,東Ｓ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,4816,"TOEI ANIMATION CO.,LTD.",東映アニメ,TSE Standard,東Ｓ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,9605,"TOEI COMPANY,LTD.",東映,TSE Prime,東Ｐ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,9602,"TOHO CO.,LTD",東宝,TSE Prime,東Ｐ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Information & Communication,2329,TOHOKUSHINSHA FILM CORPORATION,東北新社,TSE Standard,東Ｓ
3D Video / Display,3D映像,"IT & SERVICES, OTHERS",Other Products,7911,TOPPAN Holdings Inc.,ＴＯＰＰＡＮ,TSE Prime,東Ｐ
3D Video / Display,3D映像,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,2767,TSUBURAYA FIELDS HOLDINGS INC.,円谷フィＨＤ,TSE Prime,東Ｐ
3D Video / Display,3D映像,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6925,USHIO INC.,ウシオ電,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,RAW MATERIALS & CHEMICALS,Chemicals,4088,AIR WATER INC.,エアウォータ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9381,AIT CORPORATION,エーアイテイ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9311,ASAGAMI CORPORATION,アサガミ,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9090,AZ-COM MARUWA Holdings Inc.,ＡＺ丸和ＨＤ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9380,"Azuma Shipping Co.,Ltd.",東海運,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9145,"BEING HOLDINGS CO.,LTD.",ビイングＨＤ,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,"IT & SERVICES, OTHERS",Services,9782,DMS INC.,ＤＭＳ,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9057,"ENSHU TRUCK CO.,LTD.",遠州トラック,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9037,"HAMAKYOREX CO.,LTD.",ハマキョウ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9029,"HIGASHI HOLDINGS CO.,LTD.",ヒガシＨＤ,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7444,"Harima-Kyowa Co.,LTD.",ハリマ共和,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,RETAIL TRADE,Retail Trade,3558,"JADE GROUP,Inc.",ジェイドＧ,TSE Growth,東Ｇ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9060,JAPAN LOGISTIC SYSTEMS CORP.,日ロジテム,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,"IT & SERVICES, OTHERS",Services,6178,"JAPAN POST HOLDINGS Co.,Ltd.",日本郵政,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9369,K.R.S.Corporation,キユソ流通,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9326,"KANTSU CO.,LTD.",関通ＨＤ,TSE Growth,東Ｇ
3PL (Third-Party Logistics),3PL,FOODS,Foods,2933,KIBUN FOODS INC.,紀文食品,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9368,"KIMURA UNITY CO.,LTD.",キムラユニテ,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9364,"Kamigumi Co.,Ltd.",上組,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9059,"Kanda Holdings Co.,Ltd.",カンダ,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Marine Transportation,9171,"Kuribayashi Steamship Co.,Ltd.",栗林船,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9067,MARUWN CORPORATION,丸運,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9302,"MITSUI-SOKO HOLDINGS Co.,Ltd.",三井倉ＨＤ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9313,Maruhachi Warehouse Company Limited,丸八倉,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9068,"Maruzen Showa Unyu Co.,Ltd.",丸全運,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9301,Mitsubishi Logistics Corporation,三菱倉,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9034,"NANSO Transport Co.,Ltd.",南総通運,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9147,"NIPPON EXPRESS HOLDINGS,INC.",ＮＸＨＤ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,CONSTRUCTION & MATERIALS,Glass and Ceramics Products,5210,"Nihon Yamamura Glass Co.,Ltd.",日山村硝,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9325,PHYZ Holdings Inc.,ファイズＨＤ,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9065,SANKYU INC.,山九,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9366,SANRITSU CORPORATION,サンリツ,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,2384,"SBS Holdings,Inc.",ＳＢＳＨＤ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9069,"SENKO Group Holdings Co.,Ltd.",センコーＨＤ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9051,"SENKON LOGISTICS CO.,LTD",センコン物流,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9143,"SG HOLDINGS CO.,LTD.",ＳＧＨＤ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,RETAIL TRADE,Retail Trade,8005,Scroll Corporation,スクロール,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9036,"TOHBU NETWORK CO.,LTD.",東部ネット,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9303,"The Sumitomo Warehouse Co.,Ltd.",住友倉,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Land Transportation,9064,"YAMATO HOLDINGS CO.,LTD.",ヤマトＨＤ,TSE Prime,東Ｐ
3PL (Third-Party Logistics),3PL,TRANSPORTATION & LOGISTICS,Warehousing and Harbor Transportation,9327,"e-LogiT co.,ltd.",イーロジット,TSE Standard,東Ｓ
3PL (Third-Party Logistics),3PL,,,9027,,ロジネットＪ,SSE (Sapporo),札証
3PL (Third-Party Logistics),3PL,,,9357,,名港海,NSE Next (Nagoya),名Ｍ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,7751,CANON INC.,キヤノン,TSE Prime,東Ｐ
4K/8K Television,4K・8Kテレビ,STEEL & NONFERROUS METALS,Nonferrous Metals,5821,HIRAKAWA HEWTECH CORP.,平河ヒューテ,TSE Prime,東Ｐ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6501,"Hitachi,Ltd.",日立,TSE Prime,東Ｐ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6771,"IKEGAMI TSUSHINKI CO.,LTD.",池上通,TSE Standard,東Ｓ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6867,LEADER ELECTRONICS CORPORATION,リーダー電子,TSE Standard,東Ｓ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6659,"MEDIA LINKS CO.,LTD.",メディアＬ,TSE Standard,東Ｓ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6875,MegaChips Corporation,メガチップス,TSE Prime,東Ｐ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6503,Mitsubishi Electric Corporation,三菱電,TSE Prime,東Ｐ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6731,PIXELA CORPORATION,ピクセラ,TSE Standard,東Ｓ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6752,Panasonic Holdings Corporation,パナＨＤ,TSE Prime,東Ｐ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6758,SONY GROUP CORPORATION,ソニーＧ,TSE Prime,東Ｐ
4K/8K Television,4K・8Kテレビ,CONSTRUCTION & MATERIALS,Construction,1724,SYNCLAYER INC.,シンクレイヤ,TSE Standard,東Ｓ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6753,Sharp Corporation,シャープ,TSE Prime,東Ｐ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6769,"THine Electronics,Inc.",ザイン,TSE Standard,東Ｓ
4K/8K Television,4K・8Kテレビ,"IT & SERVICES, OTHERS",Information & Communication,3787,"Techno Mathematical Co.,Ltd.",テクノマセマ,TSE Standard,東Ｓ
4K/8K Television,4K・8Kテレビ,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6941,"YAMAICHI ELECTRONICS CO.,LTD.",山一電機,TSE Prime,東Ｐ
4K/8K Television,4K・8Kテレビ,RAW MATERIALS & CHEMICALS,Chemicals,4241,atect corporation,アテクト,TSE Standard,東Ｓ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,4813,"ACCESS CO.,LTD.",ＡＣＣＥＳＳ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6857,ADVANTEST CORPORATION,アドテスト,TSE Prime,東Ｐ
5G,5G,CONSTRUCTION & MATERIALS,Glass and Ceramics Products,5201,AGC Inc.,ＡＧＣ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6840,"AKIBA Holdings Co.,Ltd.",ＡＫＩＢＡ,TSE Standard,東Ｓ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,4719,ALPHA SYSTEMS INC.,アルファ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6754,ANRITSU CORPORATION,アンリツ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6832,"AOI ELECTRONICS CO.,LTD.",アオイ電子,TSE Standard,東Ｓ
5G,5G,RAW MATERIALS & CHEMICALS,Chemicals,4968,"ARAKAWA CHEMICAL INDUSTRIES,LTD.",荒川化,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,3837,Ad-Sol Nissin Corporation,アドソル日進,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6778,"Artiza Networks,Inc.",アルチザ,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6612,BALMUDA Inc.,バルミューダ,TSE Growth,東Ｇ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,8056,BIPROGY Inc.,ビプロジー,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,3776,"BroadBand Tower,Inc.",ＢＢタワー,TSE Standard,東Ｓ
5G,5G,CONSTRUCTION & MATERIALS,Construction,1721,COMSYS Holdings Corporation,コムシスＨＤ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6962,DAISHINKU CORP.,大真空,TSE Prime,東Ｐ
5G,5G,AUTOMOBILES & TRANSPORTATION EQUIPMENT,Transportation Equipment,6902,DENSO CORPORATION,デンソー,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6706,"DKK Co.,Ltd.",電気興,TSE Prime,東Ｐ
5G,5G,RAW MATERIALS & CHEMICALS,Chemicals,4461,DKS Co.Ltd.,一工薬,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Other Products,7912,"Dai Nippon Printing Co.,Ltd.",大日印,TSE Prime,東Ｐ
5G,5G,RAW MATERIALS & CHEMICALS,Chemicals,4980,Dexerials Corporation,デクセリ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6599,"EBRAINS,INC.",エブレン,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6961,ENPLAS CORPORATION,エンプラス,TSE Prime,東Ｐ
5G,5G,CONSTRUCTION & MATERIALS,Construction,1951,"EXEO Group,Inc.",エクシオＧ,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,3987,Ecomott Inc.,エコモット,TSE Growth,東Ｇ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6814,"FURUNO ELECTRIC CO.,LTD.",古野電,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Other Products,7826,"FURUYA METAL CO.,LTD.",フルヤ金属,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6890,Ferrotec Corporation,フェローテク,TSE Standard,東Ｓ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,3843,"FreeBit Co.,Ltd.",フリービット,TSE Prime,東Ｐ
5G,5G,STEEL & NONFERROUS METALS,Nonferrous Metals,5803,Fujikura Ltd.,フジクラ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6702,Fujitsu Limited,富士通,TSE Prime,東Ｐ
5G,5G,STEEL & NONFERROUS METALS,Nonferrous Metals,5801,"Furukawa Electric Co.,Ltd.",古河電,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,9449,"GMO internet group,Inc.",ＧＭＯ,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Services,2375,GiG Works Inc.,ギグワークス,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6904,"HARADA INDUSTRY CO.,LTD.",原田工業,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6866,HIOKI E.E.CORPORATION,ＨＩＯＫＩ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6501,"Hitachi,Ltd.",日立,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6820,ICOM INCORPORATED,アイコム,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Services,6038,"IID,Inc.",イード,TSE Growth,東Ｇ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,4390,"IPS,Inc.",アイピーエス,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,9702,ISB CORPORATION,アイエスビー,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,3774,Internet Initiative Japan Inc.,ＩＩＪ,TSE Prime,東Ｐ
5G,5G,RAW MATERIALS & CHEMICALS,Chemicals,4975,JCU CORPORATION,ＪＣＵ,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,3914,JIG-SAW INC.,ＪＩＧＳＡＷ,TSE Growth,東Ｇ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,9424,Japan Communications Inc.,日本通信,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,9433,KDDI CORPORATION,ＫＤＤＩ,TSE Prime,東Ｐ
5G,5G,MACHINERY,Machinery,6327,"KITAGAWA SEIKI CO.,LTD.",北川精機,TSE Standard,東Ｓ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,9687,"KSK CO.,LTD",ＫＳＫ,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6971,KYOCERA CORPORATION,京セラ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6874,KYORITSU ELECTRIC CORPORATION,協立電機,TSE Standard,東Ｓ
5G,5G,"IT & SERVICES, OTHERS",Services,2413,"M3,Inc.",エムスリー,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,332A,MEEQ Inc.,ミーク,TSE Growth,東Ｇ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6862,MINATO HOLDINGS INC.,ミナトＨＤ,TSE Standard,東Ｓ
5G,5G,CONSTRUCTION & MATERIALS,Construction,1417,MIRAIT ONE Corporation,ミライトワン,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6875,MegaChips Corporation,メガチップス,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6503,Mitsubishi Electric Corporation,三菱電,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6981,"Murata Manufacturing Co.,Ltd.",村田製,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6701,NEC Corporation,ＮＥＣ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6779,"NIHON DEMPA KOGYO CO.,LTD.",日電波,TSE Prime,東Ｐ
5G,5G,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7500,"NISHIKAWA KEISOKU Co.,Ltd.",西川計測,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6651,NITTO KOGYO CORPORATION,日東工,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,2327,NS Solutions Corporation,ＮＳＳＯＬ,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,9432,"NTT,Inc.",ＮＴＴ,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,3842,"Nextgen,Inc.",ネクスジェン,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6946,"Nippon Avionics Co.,Ltd.",日本アビオ,TSE Standard,東Ｓ
5G,5G,CONSTRUCTION & MATERIALS,Glass and Ceramics Products,5214,"Nippon Electric Glass Co.,Ltd.",日電硝,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7746,"OKAMOTO GLASS CO.,LTD.",岡本硝子,TSE Standard,東Ｓ
5G,5G,MACHINERY,Machinery,6235,"OPTORUN CO.,LTD.",オプトラン,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6752,Panasonic Holdings Corporation,パナＨＤ,TSE Prime,東Ｐ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6613,"QD Laser,Inc.",ＱＤレーザ,TSE Growth,東Ｇ
5G,5G,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8226,RIKEI CORPORATION,理経,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6666,RIVER ELETEC CORPORATION,リバーエレク,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6963,ROHM COMPANY LIMITED,ローム,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Services,4755,"Rakuten Group,Inc.",楽天グループ,TSE Prime,東Ｐ
5G,5G,CONSTRUCTION & MATERIALS,Metal Products,3441,"SANNO Co.,Ltd.",山王,TSE Standard,東Ｓ
5G,5G,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6834,"SEIKOH GIKEN Co.,Ltd.",精工技研,TSE Standard,東Ｓ
5G,5G,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3131,SHINDEN HIGHTEX CORPORATION,シンデンハイ,TSE Standard,東Ｓ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,3040,SOLITON SYSTEMS K.K.,ソリトン,TSE Prime,東Ｐ
5G,5G,"IT & SERVICES, OTHERS",Information & Communication,147A,"SORACOM,INC.",ソラコム,TSE Growth,東Ｇ
5G,5G,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8053,"SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA,LTD.)",住友商,TSE Prime,東Ｐ
