Theme (EN),Theme (Kabutan),TSE 17-Sector,TSE 33-Sector,Symbol,Company Name (EN),Name (Kabutan),Market (EN),Market (Kabutan)
CO2 Fixation Technology,CO2固定化技術,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8031,"MITSUI & CO.,LTD.",三井物,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,MACHINERY,Machinery,6269,"MODEC,INC.",三井海洋,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8002,Marubeni Corporation,丸紅,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8058,Mitsubishi Corporation,三菱商,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,MACHINERY,Machinery,7011,"Mitsubishi Heavy Industries,Ltd.",三菱重,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,STEEL & NONFERROUS METALS,Iron and Steel,5401,NIPPON STEEL CORPORATION,日本製鉄,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,RAW MATERIALS & CHEMICALS,Chemicals,6988,NITTO DENKO CORPORATION,日東電,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,MACHINERY,Machinery,6229,OKUMURA ENGINEERING corp.,オーケーエム,TSE Standard,東Ｓ
CO2 Fixation Technology,CO2固定化技術,RAW MATERIALS & CHEMICALS,Chemicals,4004,Resonac Holdings Corporation,レゾナック,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,CONSTRUCTION & MATERIALS,Construction,1803,SHIMIZU CORPORATION,清水建,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,"IT & SERVICES, OTHERS",Services,2395,"SHIN NIPPON BIOMEDICAL LABORATORIES,LTD.",新日本科学,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8053,"SUMITOMO CORPORATION (SUMITOMO SHOJI KAISHA,LTD.)",住友商,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,2768,Sojitz Corporation,双日,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,CONSTRUCTION & MATERIALS,Glass and Ceramics Products,5233,TAIHEIYO CEMENT CORPORATION,太平洋セメ,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,CONSTRUCTION & MATERIALS,Construction,1801,TAISEI CORPORATION,大成建,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3402,"TORAY INDUSTRIES,INC.",東レ,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,CONSTRUCTION & MATERIALS,Construction,6330,TOYO ENGINEERING CORPORATION,東洋エンジ,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,MACHINERY,Machinery,6369,TOYO KANETSU K.K.,トヨカネツ,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,ELECTRIC POWER & GAS,Electric Power and Gas,9503,"The Kansai Electric Power Company,Incorporated",関西電,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,RAW MATERIALS & CHEMICALS,Chemicals,4043,Tokuyama Corporation,トクヤマ,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,ELECTRIC POWER & GAS,Electric Power and Gas,9501,"Tokyo Electric Power Company Holdings,Incorporated",東電ＨＤ,TSE Prime,東Ｐ
CO2 Fixation Technology,CO2固定化技術,RAW MATERIALS & CHEMICALS,Chemicals,4208,UBE Corporation,ＵＢＥ,TSE Prime,東Ｐ
CO2-Reduction Catalysts,CO2削減触媒,RAW MATERIALS & CHEMICALS,Chemicals,4202,Daicel Corporation,ダイセル,TSE Prime,東Ｐ
CO2-Reduction Catalysts,CO2削減触媒,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6501,"Hitachi,Ltd.",日立,TSE Prime,東Ｐ
CO2-Reduction Catalysts,CO2削減触媒,RAW MATERIALS & CHEMICALS,Chemicals,4183,"Mitsui Chemicals,Inc.",三井化学,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7777,"3-D Matrix,Ltd.",３ＤＭ,TSE Growth,東Ｇ
COVID-19,COVID-19,MACHINERY,Machinery,6291,"AIRTECH JAPAN,LTD.",エアーテック,TSE Standard,東Ｓ
COVID-19,COVID-19,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3161,AZEARTH Corporation,アゼアス,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,5142,Achilles Corporation,アキレス,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4563,"AnGes,Inc.",アンジェス,TSE Growth,東Ｇ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Services,4694,"BML,INC.",ＢＭＬ,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4594,"BrightPath Biotherapeutics Co.,Ltd.",ブライトパス,TSE Growth,東Ｇ
COVID-19,COVID-19,RETAIL TRADE,Retail Trade,2664,CAWACHI LIMITED,カワチ薬品,TSE Prime,東Ｐ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Information & Communication,4320,"CE Holdings Co.,Ltd.",ＣＥＨＤ,TSE Standard,東Ｓ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4519,"CHUGAI PHARMACEUTICAL CO.,LTD.",中外薬,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4558,"CHUKYO IYAKUHIN CO.,LTD.",中京医薬,TSE Standard,東Ｓ
COVID-19,COVID-19,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3386,"COSMO BIO COMPANY,LIMITED",コスモバイオ,TSE Standard,東Ｓ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4575,"CanBas Co.,Ltd.",ＣＡＮＢＡＳ,TSE Growth,東Ｇ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4202,Daicel Corporation,ダイセル,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4577,"Daito Pharmaceutical Co.,Ltd.",ダイト,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4061,Denka Company Limited,デンカ,TSE Prime,東Ｐ
COVID-19,COVID-19,MACHINERY,Machinery,6328,"EBARA JITSUGYO CO.,LTD.",荏原実業,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4549,"EIKEN CHEMICAL CO.,LTD.",栄研化,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4523,"Eisai Co.,Ltd.",エーザイ,TSE Prime,東Ｐ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Services,4671,"FALCO HOLDINGS Co.,Ltd.",ファルコＨＤ,TSE Standard,東Ｓ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Information & Communication,5129,FIXER Inc.,ＦＩＸＥＲ,TSE Growth,東Ｇ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4901,FUJIFILM Holdings Corporation,富士フイルム,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6960,"FUKUDA DENSHI CO.,LTD.",フクダ電,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4998,FUMAKILLA LIMITED,フマキラ,TSE Standard,東Ｓ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4554,"Fuji Pharma Co.,Ltd.",富士製薬,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3104,"Fujibo Holdings,Inc.",富士紡ＨＤ,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4881,FunPep Company Limited,ファンペップ,TSE Growth,東Ｇ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,2160,GNI Group Ltd.,ジーエヌアイ,TSE Growth,東Ｇ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Services,4544,"H.U. Group Holdings,Inc.",ＨＵグループ,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3593,"HOGY MEDICAL CO.,LTD.",ホギメデ,TSE Prime,東Ｐ
COVID-19,COVID-19,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7634,"HOSHIIRYO-SANKI CO.,LTD.",星医療,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4112,"Hodogaya Chemical Co.,Ltd.",保土谷,TSE Prime,東Ｐ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Services,6090,"Human Metabolome Technologies,Inc.",ＨＭＴ,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4107,ISE CHEMICALS CORPORATION,伊勢化,TSE Standard,東Ｓ
COVID-19,COVID-19,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,2667,"ImageONE Co.,Ltd.",イメージワン,TSE Standard,東Ｓ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7702,"JMS CO.,LTD.",ＪＭＳ,TSE Standard,東Ｓ
COVID-19,COVID-19,ENERGY RESOURCES,Mining,1663,K&O Energy Group Inc.,Ｋ＆Ｏエナジ,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4556,"KAINOS Laboratories,Inc.",カイノス,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4118,KANEKA CORPORATION,カネカ,TSE Prime,東Ｐ
COVID-19,COVID-19,RETAIL TRADE,Retail Trade,3082,"KICHIRI HOLDINGS & Co.,Ltd.",きちりＨＤ,TSE Standard,東Ｓ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Other Products,7953,"KIKUSUI CHEMICAL INDUSTRIES CO.,LTD.",菊水化,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3409,"KITABO CO.,LTD",北紡,TSE Standard,東Ｓ
COVID-19,COVID-19,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,9273,"KOA SHOJI HOLDINGS CO.,LTD.",コーア商ＨＤ,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4367,"KOEI CHEMICAL COMPANY,LIMITED",広栄化学,TSE Standard,東Ｓ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Other Products,7963,KOKEN LTD.,興研,TSE Standard,東Ｓ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,4902,"KONICA MINOLTA,INC.",コニカミノル,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3106,KURABO INDUSTRIES LTD.,クラボウ,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4569,"KYORIN Pharmaceutical Co.,Ltd.",杏林製薬,TSE Prime,東Ｐ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Information & Communication,3939,"Kanamic Network Co.,LTD",カナミックＮ,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4452,Kao Corporation,花王,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4360,"MANAC Chemical Partners Co.,Ltd",ＭＣＰｓ,TSE Standard,東Ｓ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Services,2370,"MEDINET Co.,Ltd.",メディネット,TSE Growth,東Ｇ
COVID-19,COVID-19,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,8285,"MITANI SANGYO CO.,LTD.",三谷産業,TSE Standard,東Ｓ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4595,"MIZUHO MEDY CO.,LTD.",ミズホメディ,TSE Standard,東Ｓ
COVID-19,COVID-19,RETAIL TRADE,Retail Trade,3088,MatsukiyoCocokara & Co.,マツキヨココ,TSE Prime,東Ｐ
COVID-19,COVID-19,AUTOMOBILES & TRANSPORTATION EQUIPMENT,Transportation Equipment,7317,"Matsuya R&D Co.,Ltd",松屋Ｒ＆Ｄ,TSE Growth,東Ｇ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Information & Communication,3902,"Medical Data Vision Co.,Ltd.",ＭＤＶ,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4875,"MediciNova,Inc.",メディシノバ,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4188,Mitsubishi Chemical Group Corporation,三菱ケミＧ,TSE Prime,東Ｐ
COVID-19,COVID-19,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7447,"NAGAILEBEN Co.,Ltd.",ナガイレーベ,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6849,NIHON KOHDEN CORPORATION,日本光電,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6788,"NIHON TRIM CO.,LTD.",日本トリム,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,6376,"NIKKISO CO.,LTD.",日機装,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4243,"NIX,INC.",ニックス,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4465,"Niitaka Co., Ltd.",ニイタカ,TSE Standard,東Ｓ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6946,"Nippon Avionics Co.,Ltd.",日本アビオ,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4362,"Nippon Fine Chemical Co.,Ltd.",日精化,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,3105,Nisshinbo Holdings Inc.,日清紡ＨＤ,TSE Prime,東Ｐ
COVID-19,COVID-19,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,3417,"OHKI HEALTHCARE HOLDINGS CO.,LTD.",大木ヘルス,TSE Standard,東Ｓ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4588,Oncolys BioPharma Inc.,オンコリス,TSE Growth,東Ｇ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7707,"Precision System Science Co.,Ltd.",ＰＳＳ,TSE Growth,東Ｇ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4220,RIKEN TECHNOS CORPORATION,リケンテクノ,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4579,RaQualia Pharma Inc.,ラクオリア,TSE Growth,東Ｇ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4978,ReproCELL Incorporated,リプロセル,TSE Growth,東Ｇ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4887,"SAWAI GROUP HOLDINGS Co.,Ltd.",サワイＧＨＤ,TSE Prime,東Ｐ
COVID-19,COVID-19,MACHINERY,Machinery,6340,SHIBUYA CORPORATION,渋谷工,TSE Prime,東Ｐ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Other Products,7980,"SHIGEMATSU WORKS CO.,LTD.",重松製,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3109,SHIKIBO LTD.,シキボウ,TSE Prime,東Ｐ
COVID-19,COVID-19,RETAIL TRADE,Retail Trade,9989,"SUNDRUG CO.,LTD.",サンドラッグ,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6869,SYSMEX CORPORATION,シスメックス,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,7701,Shimadzu Corporation,島津,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4507,"Shionogi & Co.,Ltd.",塩野義,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4990,"Showa Chemical Industry Co.,Ltd.",昭和化,TSE Standard,東Ｓ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4574,"TAIKO PHARMACEUTICAL CO.,LTD.",大幸薬品,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4974,TAKARA BIO INC.,タカラバイオ,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Textiles and Apparels,3401,TEIJIN LIMITED,帝人,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Precision Instruments,4543,TERUMO CORPORATION,テルモ,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6769,"THine Electronics,Inc.",ザイン,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,3101,"TOYOBO CO.,LTD.",東洋紡,TSE Prime,東Ｐ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Services,2342,TRANSGENIC GROUP INC.,トランスＧＧ,TSE Standard,東Ｓ
COVID-19,COVID-19,RETAIL TRADE,Retail Trade,3391,TSURUHA HOLDINGS INC.,ツルハＨＤ,TSE Prime,東Ｐ
COVID-19,COVID-19,PHARMACEUTICAL,Pharmaceutical,4502,Takeda Pharmaceutical Company Limited,武田,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4208,UBE Corporation,ＵＢＥ,TSE Prime,東Ｐ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,8113,UNICHARM CORPORATION,ユニチャーム,TSE Prime,東Ｐ
COVID-19,COVID-19,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,6925,USHIO INC.,ウシオ電,TSE Prime,東Ｐ
COVID-19,COVID-19,"IT & SERVICES, OTHERS",Information & Communication,3681,"V-cube,Inc.",ブイキューブ,TSE Prime,東Ｐ
COVID-19,COVID-19,COMMERCIAL & WHOLESALE TRADE,Wholesale Trade,7460,"YAGI & CO.,LTD.",ヤギ,TSE Standard,東Ｓ
COVID-19,COVID-19,RAW MATERIALS & CHEMICALS,Chemicals,4531,"Yuki Gosei Kogyo Co.,Ltd.",有機薬,TSE Standard,東Ｓ
COVID-19,COVID-19,CONSTRUCTION & MATERIALS,Construction,1401,"mbs,inc.",エムビーエス,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,246A,ASUA Inc.,アスア,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4481,"BASE CO.,LTD.",ベース,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,5259,BBD Initiative Inc.,ＢＢＤイニシ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,6183,"BELLSYSTEM24 HOLDINGS,INC.",ベル２４ＨＤ,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4020,BETREND CORPORATION,ビートレンド,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,7039,BRIDGE International Group Corp.,ブリッジ－Ｇ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,3673,"Broadleaf Co.,Ltd.",ブロドリーフ,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS,Electric Appliances,7739,CANON ELECTRONICS INC.,キヤノン電,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,6070,"CAREERLINK CO.,LTD.",キャリアＬ,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,3908,Collabos Corporation,コラボス,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4421,"D.I.System Co.,Ltd.",ＤＩシステム,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,6033,"EXTREME CO.,LTD.",エクストリム,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4414,"FLECT Co.,Ltd.",フレクト,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,5125,Fines inc.,ファインズ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4179,G-NEXT Inc.,ジーネクスト,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,9341,"GENOVA,Inc.",ＧＥＮＯＶＡ,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,7357,"GEOCODE CO.,Ltd.",ジオコード,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,410A,"GMO Commerce,Inc.",ＧＭＯコマス,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,2375,GiG Works Inc.,ギグワークス,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,3936,"Globalway,Inc.",ＧＷ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,173A,Hammock Inc.,ハンモック,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4260,"Hybrid Technologies Co.,Ltd.",ハイブリッド,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4743,ITFOR Inc.,ＩＴＦＯＲ,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,7031,Inbound Tech Inc.,インバウＴ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,5036,"Japan Business Systems,Inc.",ＪＢＳ,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4689,LY Corporation,ラインヤフー,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,480A,"LiB Consulting Co.,Ltd.",リブコンサル,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,7090,Ligua Inc.,リグア,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,9254,"Lovable Marketing Group,inc.",ラバブルＭＧ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4370,Mobilus Corporation,モビルス,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,9439,M・H・GROUP LTD.,ＭＨグループ,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,3992,Needs Well Inc.,ニーズウェル,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,3622,Netyear Group Corporation,ネットイヤー,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,228A,"OPRO Co.,Ltd.",オプロ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,3993,PKSHA Technology Inc.,パークシャ,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,5126,PORTERS CORPORATION,ポーターズ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4071,"Plus Alpha Consulting Co.,LTD.",ＰＡコンサル,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,4290,Prestige International Inc.,ＰＩ,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4374,ROBOT PAYMENT INC.,ロボペイ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,3974,SCAT Inc.,ＳＣＡＴ,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,4293,"SEPTENI HOLDINGS CO.,LTD.",セプテニＨＤ,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,6199,"SERAKU Co.,Ltd.",セラク,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4845,"Scala,Inc.",スカラ,TSE Standard,東Ｓ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4178,Sharing Innovations Inc.,Ｓイノベ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4687,TDC SOFT Inc.,ＴＤＣソフト,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,3762,TECHMATRIX CORPORATION,テクマト,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,3915,"TerraSky Co.,Ltd",テラスカイ,TSE Prime,東Ｐ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,5258,Transaction Media Networks Inc.,ＴＭＮ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,6193,"Virtualex Holdings,Inc.",バーチャレク,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Services,194A,"WOLVES HAND Co.,Ltd.",ウルフハンド,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,4168,"Yappli,Inc.",ヤプリ,TSE Growth,東Ｇ
CRM (Customer Relationship Management),CRM,"IT & SERVICES, OTHERS",Information & Communication,5029,circlace Inc,サークレイス,TSE Growth,東Ｇ
