Symbol,Exchange,Industry (Sector),Subgroup (Theme),Sub-industry,Source Symbol,Match Type,ISIN,Company Name,Primary Company Name
RGL.NS,XNSE,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",RGL,primary_local,INE722H01024,Renaiss. Global,Renaissance Global Limited
RHETAN.NS,XNSE,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,RHETAN,primary_local,INE0KKN01029,Rhetan TMT Limited,Rhetan TMT Limited
RHIM.NS,XNSE,ENGINEERING & MANUFACTURING,Refractories,Electrodes & Refractories Companies,RHIM,primary_local,INE743M01012,RHI Magnesita,RHI MAGNESITA INDIA LIMITED
RHL.NS,XNSE,TRAVEL & HOSPITALITY,Premium Hotels & Resorts,Hotels & Resorts Companies,RHL,primary_local,INE508K01013,Robust Hotels Limited,Robust Hotels Limited
RICOAUTO.NS,XNSE,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,RICOAUTO,primary_local,INE209B01025,Rico Auto Industries Limited,Rico Auto Industries Limited
RIIL.NS,XNSE,Logistics & Trans,Logistics,Logistics Solution Provider Companies,RIIL,primary_local,INE046A01015,Rel. Indl. Infra,Reliance Industrial Infrastructure Limited
RISHABH.NS,XNSE,POWER INFRA & ELECTRICALS,Smart Metering & Inst.,Other Electrical Equipment Companies,RISHABH,primary_local,INE0N2P01017,Rishabh Instrum.,Rishabh Instruments Limited
RITCO.NS,XNSE,Logistics & Trans,Logistics,Logistics Solution Provider Companies,RITCO,primary_local,INE01EG01016,Ritco Logistics,Ritco Logistics Limited
RITES.NS,XNSE,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,RITES,primary_local,INE320J01015,Rites,RITES Limited
RKDL.NS,XNSE,Food & Beverages,Alcoholic Beverages,Breweries & Distilleries Companies,RKDL,primary_local,INE722J01012,Ravi Kumar Distilleries Limited,Ravi Kumar Distilleries Limited
RKEC.NS,XNSE,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,RKEC,primary_local,INE786W01010,RKEC Projects Limited,RKEC Projects Limited
RKFORGE.NS,XNSE,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,RKFORGE,primary_local,INE399G01023,Ramkrishna Forg.,Ramkrishna Forgings Limited
RKSWAMY.NS,XNSE,Media & Leisure,Advertising & Agencies,Advertising & Media Agencies Companies,RKSWAMY,primary_local,INE0NQ801033,R K Swamy,R K Swamy Limited
RMDRIP.NS,XNSE,Const. & Materials,Plastic Pipes,Plastic Products - Industrial Companies,RMDRIP,primary_local,INE219Y01026,R M Drip & Sprin,R M Drip and Sprinklers Systems Limited
RML.NS,XNSE,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,RML,primary_local,INE050H01012,Rane (Madras) Limited,Rane (Madras) Limited
ROHLTD.NS,XNSE,TRAVEL & HOSPITALITY,Premium Hotels & Resorts,Hotels & Resorts Companies,ROHLTD,primary_local,INE283H01019,Royal Orch.Hotel,Royal Orchid Hotels Limited
ROLEXRINGS.NS,XNSE,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,ROLEXRINGS,primary_local,INE645S01024,Rolex Rings Limited,Rolex Rings Limited
ROLLT.NS,XNSE,FMCG CLUSTERS,Packaging and Containers,Packaging Companies,ROLLT,primary_local,INE927A01040,Rollatainers Limited,Rollatainers Limited
ROML.NS,XNSE,Food & Beverages,Edible Oil,Edible Oil Companies,ROML,primary_local,INE294G01026,Raj Oil Mills,Raj Oil Mills Limited
ROSSARI.NS,XNSE,DIVERSIFIED & TRADING,Diversified Conglomerates,Diversified Companies,ROSSARI,primary_local,INE02A801020,Rossari Biotech Limited,Rossari Biotech Limited
ROSSELLIND.NS,XNSE,Food & Beverages,Tea & Coffee,Tea & Coffee Companies,ROSSELLIND,primary_local,INE847C01020,Rossell India,Rossell India Limited
ROSSTECH.NS,XNSE,DEFENSE & AEROSPACE SYSTEMS,Aerospace & Defense OEM,Aerospace & Defense Companies,ROSSTECH,primary_local,INE0OJW01016,Rossell Techsys,Rossell Techsys Limited
ROTO.NS,XNSE,ENGINEERING & MANUFACTURING,Industrial Pumps & Compressors,"Compressors, Pumps & Diesel Engines Companies",ROTO,primary_local,INE535D01037,Roto Pumps,Roto Pumps Limited
ROUTE.NS,XNSE,INFORMATION TECHNOLOGY & TECHNOLOGY,Telecom & Network Infra,Other Telecom Services Companies,ROUTE,primary_local,INE450U01017,Route Mobile,ROUTE MOBILE LIMITED
RPEL.NS,XNSE,ENGINEERING & MANUFACTURING,Refractories,Electrodes & Refractories Companies,RPEL,primary_local,INE912T01018,Raghav Product.,Raghav Productivity Enhancers Limited
RPGLIFE.NS,XNSE,Healthcare Segments,Pharma,Pharmaceuticals Companies,RPGLIFE,primary_local,INE105J01010,RPG Life Sciences Limited,RPG Life Sciences Limited
RPOWER.NS,XNSE,"ENERGY, OIL & GAS",Power Generation,Power Generation Companies,RPOWER,primary_local,INE614G01033,Reliance Power,Reliance Power Limited
RPPINFRA.NS,XNSE,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,RPPINFRA,primary_local,INE324L01013,R.P.P. Infra Projects Limited,R.P.P. Infra Projects Limited
RPPL.NS,XNSE,FMCG CLUSTERS,Packaging and Containers,Packaging Companies,RPPL,primary_local,INE760W01023,Rajshree Polypack Limited,Rajshree Polypack Limited
RPSGVENT.NS,XNSE,INFORMATION TECHNOLOGY & TECHNOLOGY,Digital Services & BPO,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO) Companies,RPSGVENT,primary_local,INE425Y01011,RPSG Ventures,RPSG VENTURES LIMITED
RPTECH.NS,XNSE,INFORMATION TECHNOLOGY & TECHNOLOGY,Enterprise Platforms,Computers Hardware & Equipments Companies,RPTECH,primary_local,INE0J1F01024,Rashi Peripheral,Rashi Peripherals Limited
RRKABEL.NS,XNSE,POWER INFRA & ELECTRICALS,Cables & Electricals,Cables - Electricals Companies,RRKABEL,primary_local,INE777K01022,R R Kabel,R R Kabel Limited
RSL.NS,XNSE,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,RSL,primary_local,INE313L01016,Rajputana Stainless Limited,Rajputana Stainless Limited
RSWM.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,RSWM,primary_local,INE611A01016,RSWM Limited,RSWM Limited
RSYSTEMS.NS,XNSE,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Enabled Services (BPM),IT Enabled Services Companies,RSYSTEMS,primary_local,INE411H01032,R Systems Intl.,R Systems International Limited
RTNINDIA.NS,XNSE,INFORMATION TECHNOLOGY & TECHNOLOGY,Consumer E-Retail,E-Retail/ E-Commerce Companies,RTNINDIA,primary_local,INE834M01019,RattanIndia Ent,RattanIndia Enterprises Limited
RTNPOWER.NS,XNSE,"ENERGY, OIL & GAS",Power Generation,Power Generation Companies,RTNPOWER,primary_local,INE399K01017,RattanIndia Pow.,RattanIndia Power Limited
RUBFILA.NS,XNSE,INDUSTRIAL COMPONENTRY,Industrial Rubber,Rubber Companies,RUBFILA,primary_local,INE642C01025,Rubfila Intl.,Rubfila International Limited
RUBICON.NS,XNSE,Healthcare Segments,Pharma,Pharmaceuticals Companies,RUBICON,primary_local,INE506V01022,Rubicon Research Limited,Rubicon Research Limited
RUBYMILLS.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,RUBYMILLS,primary_local,INE301D01026,The Ruby Mills Limited,The Ruby Mills Limited
RUCHINFRA.NS,XNSE,Logistics & Trans,Logistics,Logistics Solution Provider Companies,RUCHINFRA,primary_local,INE413B01023,Ruchi Infrastructure Limited,Ruchi Infrastructure Limited
RUCHIRA.NS,XNSE,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,RUCHIRA,primary_local,INE803H01014,Ruchira Papers,Ruchira Papers Limited
RUDRA.NS,XNSE,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,RUDRA,primary_local,INE027T01023,Rudra Global Infra Products Limited,Rudra Global Infra Products Limited
RUPA.NS,XNSE,Lifestyle & Retail,Innerwear Manufacturers,Garments & Apparels Companies,RUPA,primary_local,INE895B01021,Rupa & Co,Rupa & Company Limited
RUSHIL.NS,XNSE,Const. & Materials,Wood & Plywood,Plywood Boards/ Laminates Companies,RUSHIL,primary_local,INE573K01025,Rushil Decor,Rushil Decor Limited
RUSTOMJEE.NS,XNSE,Real Estate Segments,Residential Projects,"Residential, Commercial Projects Companies",RUSTOMJEE,primary_local,INE263M01029,Keystone Realtor,Keystone Realtors Limited
RVHL.NS,XNSE,Real Estate Segments,Commercial & Diversified,Real Estate Companies,RVHL,primary_local,INE09E501017,Ravinder Heights Limited,Ravinder Heights Limited
RVNL.NS,XNSE,DEFENSE & AEROSPACE SYSTEMS,Railways,Civil Construction Companies,RVNL,primary_local,INE415G01027,Rail Vikas,Rail Vikas Nigam Limited
RVTH.NS,XNSE,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,RVTH,primary_local,INE0DAB01012,Revathi Equipment India Limited,Revathi Equipment India Limited
SAATVIKGL.NS,XNSE,"ENERGY, OIL & GAS",Solar & Renewables,Other Electrical Equipment Companies,SAATVIKGL,primary_local,INE13B501022,Saatvik Green,Saatvik Green Energy Limited
SADBHIN.NS,XNSE,Real Estate Segments,Commercial & Diversified,Real Estate Companies,SADBHIN,primary_local,INE764L01010,Sadbhav Infrastructure Project Limited,Sadbhav Infrastructure Project Limited
SADHNANIQ.NS,XNSE,CHEMICALS & POLYMERS,Alkali Chemicals,Commodity Chemicals Companies,SADHNANIQ,primary_local,INE888C01040,Sadhana Nitro,Sadhana Nitrochem Limited
SAFARI.NS,XNSE,Consumer Durables,Cons. Plastic Products,Plastic Products - Consumer Companies,SAFARI,primary_local,INE429E01023,Safari Inds.,Safari Industries (India) Limited
SAGARDEEP.NS,XNSE,METALS & MINING,Copper & Specialty Metallurgy,"Aluminium, Copper & Zinc Products Companies",SAGARDEEP,primary_local,INE976T01013,Sagardeep Alloys,Sagardeep Alloys Limited
SAGCEM.NS,XNSE,Const. & Materials,Cement,Cement & Cement Products Companies,SAGCEM,primary_local,INE229C01021,Sagar Cements,Sagar Cements Limited
SAGILITY.NS,XNSE,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Enabled Services (BPM),IT Enabled Services Companies,SAGILITY,primary_local,INE0W2G01015,Sagility,SAGILITY LIMITED
SAHYADRI.NS,XNSE,POWER INFRA & ELECTRICALS,EPC - Power & Grid,Other Construction Materials Companies,SAHYADRI,primary_local,INE280H01015,Sahyadri Industr,Sahyadri Industries Limited
SAIL.NS,XNSE,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,SAIL,primary_local,INE114A01011,S A I L,Steel Authority of India Limited
SAILIFE.NS,XNSE,Healthcare Segments,Pharma,Pharmaceuticals Companies,SAILIFE,primary_local,INE570L01029,Sai Life,Sai Life Sciences Limited
SAIPARENT.NS,XNSE,Healthcare Segments,Pharma,Pharmaceuticals Companies,SAIPARENT,primary_local,INE0H9F01037,Sai Parenterals Limited,Sai Parenterals Limited
SAKAR.NS,XNSE,Healthcare Segments,Pharma,Pharmaceuticals Companies,SAKAR,primary_local,INE732S01012,Sakar Healthcare Limited,Sakar Healthcare Limited
SAKHTISUG.NS,XNSE,Food & Beverages,Sugar,Sugar Companies,SAKHTISUG,primary_local,INE623A01011,Sakthi Sugars,Sakthi Sugars Limited
SAKSOFT.NS,XNSE,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Services (Consulting),Computers - Software & Consulting Companies,SAKSOFT,primary_local,INE667G01023,Saksoft Limited,Saksoft Limited
SALASAR.NS,XNSE,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,SALASAR,primary_local,INE170V01027,Salasar Techno Engineering Limited,Salasar Techno Engineering Limited
SALONA.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,SALONA,primary_local,INE498E01010,Salona Cotspin Limited,Salona Cotspin Limited
SALSTEEL.NS,XNSE,METALS & MINING,Sponge & Ferro Alloys,Sponge Iron Companies,SALSTEEL,primary_local,INE658G01014,S.A.L Steel,S.A.L. Steel Limited
SALZERELEC.NS,XNSE,POWER INFRA & ELECTRICALS,Smart Metering & Inst.,Other Electrical Equipment Companies,SALZERELEC,primary_local,INE457F01013,Salzer Electron.,Salzer Electronics Limited
SAMBHV.NS,XNSE,METALS & MINING,Iron & Steel Products,Iron & Steel Products Companies,SAMBHV,primary_local,INE12NJ01018,Sambhv Steel,Sambhv Steel Tubes Limited
SAMHI.NS,XNSE,TRAVEL & HOSPITALITY,Premium Hotels & Resorts,Hotels & Resorts Companies,SAMHI,primary_local,INE08U801020,Samhi Hotels,Samhi Hotels Limited
SAMMAANCAP.NS,XNSE,BANKING & FINANCIAL SERVICES,Housing Finance,Housing Finance Company Companies,SAMMAANCAP,primary_local,INE148I01020,Sammaan Capital,Sammaan Capital Limited
SAMPANN.NS,XNSE,INDUSTRIAL COMPONENTRY,Industrial Rubber,Rubber Companies,SAMPANN,primary_local,INE735M01018,Sampann Utpadan,Sampann Utpadan India Limited
SANATHAN.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,SANATHAN,primary_local,INE0JPD01013,Sanathan Textile,Sanathan Textiles Limited
SANDESH.NS,XNSE,Media & Leisure,Print & Publication,Print Media Companies,SANDESH,primary_local,INE583B01015,Sandesh,The Sandesh Limited
SANDHAR.NS,XNSE,AUTOMOTIVE COMPONENTS,Tyres & Wheels,Tyres & Rubber Products Companies,SANDHAR,primary_local,INE278H01035,Sandhar Technologies Limited,Sandhar Technologies Limited
SANDUMA.NS,XNSE,METALS & MINING,Coal & Mining,Coal Companies,SANDUMA,primary_local,INE149K01016,Sandur Manganese,Sandur Manganese & Iron Ores Limited
SANGAMIND.NS,XNSE,Lifestyle & Retail,Spinning & Yarn Processing,Other Textile Products Companies,SANGAMIND,primary_local,INE495C01010,Sangam India,Sangam (India) Limited
SANGHVIMOV.NS,XNSE,PROFESSIONAL SERVICES,BPO & Specialized Services,Diversified Commercial Services Companies,SANGHVIMOV,primary_local,INE989A01032,Sanghvi Movers,Sanghvi Movers Limited
SANOFI.NS,XNSE,Healthcare Segments,Pharma,Pharmaceuticals Companies,SANOFI,primary_local,INE058A01010,Sanofi India Limited,Sanofi India Limited
SANOFICONR.NS,XNSE,Healthcare Segments,Pharma,Pharmaceuticals Companies,SANOFICONR,primary_local,INE0UOS01011,Sanofi Consumer Healthcare India Limited,Sanofi Consumer Healthcare India Limited
SANSERA.NS,XNSE,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,SANSERA,primary_local,INE953O01021,Sansera Enginee.,Sansera Engineering Limited
SANSTAR.NS,XNSE,Agri Business,Rice & Grain Processing,Other Agricultural Products Companies,SANSTAR,primary_local,INE08NE01025,Sanstar,Sanstar Limited
SAPPHIRE.NS,XNSE,TRAVEL & HOSPITALITY,Quick Service Rest. (QSR),Restaurants Companies,SAPPHIRE,primary_local,INE806T01020,Sapphire Foods,Sapphire Foods India Limited
SAPPL.NS,XNSE,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,538795,bse_code,INE185C01017,Sh. Ajit Pulp,Shree Ajit Pulp & Paper Limited
SARDAEN.NS,XNSE,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,SARDAEN,primary_local,INE385C01021,Sarda Energy,Sarda Energy & Minerals Limited
SAREGAMA.NS,XNSE,Media & Leisure,Media & Entertainment,Media & Entertainment Companies,SAREGAMA,primary_local,INE979A01025,Saregama India,Saregama India Limited
SARLAPOLY.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,SARLAPOLY,primary_local,INE453D01025,Sarla Performance Fibers Limited,Sarla Performance Fibers Limited
SARVESHWAR.NS,XNSE,Agri Business,Rice & Grain Processing,Other Agricultural Products Companies,SARVESHWAR,primary_local,INE324X01026,Sarveshwar Foods,Sarveshwar Foods Limited
SASKEN.NS,XNSE,INFORMATION TECHNOLOGY & TECHNOLOGY,IT Enabled Services (BPM),IT Enabled Services Companies,SASKEN,primary_local,INE231F01020,Sasken Technol.,Sasken Technologies Limited
SASTASUNDR.NS,XNSE,Healthcare Segments,Hospitals,Healthcare Service Provider Companies,SASTASUNDR,primary_local,INE019J01013,Sastasundar Ven.,Sastasundar Ventures Limited
SATIA.NS,XNSE,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,SATIA,primary_local,INE170E01023,Satia Industries,Satia Industries Limited
SATIN.NS,XNSE,BANKING & FINANCIAL SERVICES,Microfinance,Microfinance Institutions Companies,SATIN,primary_local,INE836B01017,Satin Creditcare,Satin Creditcare Network Limited
SAURASHCEM.NS,XNSE,Const. & Materials,Cement,Cement & Cement Products Companies,SAURASHCEM,primary_local,INE626A01014,Saurashtra Cem.,Saurashtra Cement Limited
SBC.NS,XNSE,Lifestyle & Retail,Premium & Branded Apparel,Garments & Apparels Companies,SBC,primary_local,INE04AK01028,SBC Exports,SBC Exports Limited
SBCL.NS,XNSE,METALS & MINING,Iron & Steel Products,Iron & Steel Products Companies,SBCL,primary_local,INE386D01027,Shivalik Bimetal,Shivalik Bimetal Controls Limited
SBFC.NS,XNSE,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,SBFC,primary_local,INE423Y01016,SBFC Finance,SBFC Finance Limited
SBGLP.NS,XNSE,Real Estate Segments,Commercial & Diversified,Real Estate Companies,SBGLP,primary_local,INE05ST01028,Suratwwala Business Group Limited,Suratwwala Business Group Limited
SBICARD.NS,XNSE,BANKING & FINANCIAL SERVICES,NBFC,Non Banking Financial Company (NBFC) Companies,SBICARD,primary_local,INE018E01016,SBI Cards,SBI Cards and Payment Services Limited
SBILIFE.NS,XNSE,BANKING & FINANCIAL SERVICES,Life Insurance,Life Insurance Companies,SBILIFE,primary_local,INE123W01016,SBI Life Insuran,SBI Life Insurance Company Limited
SBIN.NS,XNSE,BANKING & FINANCIAL SERVICES,Public Sector Bank,Public Sector Bank Companies,SBIN,primary_local,INE062A01020,SBI,State Bank of India
SCANSTL.NS,XNSE,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,511672,bse_code,INE099G01011,Scan Steels,Scan Steels Limited
SCHAEFFLER.NS,XNSE,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,SCHAEFFLER,primary_local,INE513A01022,Schaeffler India,Schaeffler India Limited
SCHAND.NS,XNSE,Media & Leisure,Print & Publication,Printing & Publication Companies,SCHAND,primary_local,INE807K01035,S Chand & Compan,S Chand And Company Limited
SCI.NS,XNSE,Logistics & Trans,Shipping,Shipping Companies,SCI,primary_local,INE109A01011,S C I,Shipping Corporation Of India Limited
SCILAL.NS,XNSE,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,SCILAL,primary_local,INE0PB301013,Shipping Land,Shipping Corporation of India Land and Assets Limited
SCODATUBES.NS,XNSE,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,SCODATUBES,primary_local,INE090501011,Scoda Tubes Limited,Scoda Tubes Limited
SDBL.NS,XNSE,Food & Beverages,Alcoholic Beverages,Breweries & Distilleries Companies,SDBL,primary_local,INE480C01038,Som Distilleries,Som Distilleries & Breweries Limited
SEAMECLTD.NS,XNSE,Logistics & Trans,Shipping,Shipping Companies,SEAMECLTD,primary_local,INE497B01018,SEAMEC Ltd,Seamec Limited
SEDEMAC.NS,XNSE,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,SEDEMAC,primary_local,INE00XB01019,SEDEMAC Mechatronics Limited,SEDEMAC Mechatronics Limited
SEIL.NS,XNSE,PROFESSIONAL SERVICES,Education & EdTech,Education Companies,539921,bse_code,INE440T01028,Shanti Educat.,Shanti Educational Initiatives Limited
SEJALLTD.NS,XNSE,Consumer Durables,Houseware & Glass,Glass - Industrial Companies,SEJALLTD,primary_local,INE955I01044,Sejal Glass,Sejal Glass Limited
SELMC.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,SELMC,primary_local,INE105I01020,SEL Manufacturing Company Limited,SEL Manufacturing Company Limited
SEMAC.NS,XNSE,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,SEMAC,primary_local,INE617A01013,SEMAC CONSULTANTS LIMITED,Semac Construction Limited
SENCO.NS,XNSE,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",SENCO,primary_local,INE602W01027,Senco Gold,Senco Gold Limited
SENORES.NS,XNSE,Healthcare Segments,Pharma,Pharmaceuticals Companies,SENORES,primary_local,INE0RB801010,Senores Pharmaceuticals Limited,Senores Pharmaceuticals Limited
SEPC.NS,XNSE,HEAVY CIVIL INFRASTRUCTURE,Broad EPC & Civil,Civil Construction Companies,SEPC,primary_local,INE964H01014,SEPC Limited,SEPC Limited
SERVOTECH.NS,XNSE,"ENERGY, OIL & GAS",Solar & Renewables,Other Electrical Equipment Companies,SERVOTECH,primary_local,INE782X01033,Servotech Renew,Servotech Renewable Power System Limited
SESHAPAPER.NS,XNSE,PROFESSIONAL SERVICES,Stationery & Paper,Paper & Paper Products Companies,SESHAPAPER,primary_local,INE630A01024,Seshasayee Paper,Seshasayee Paper and Boards Limited
SETL.NS,XNSE,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,SETL,primary_local,INE0M4D01010,Standard Engineering Technology,Standard Engineering Technology Limited
SFL.NS,XNSE,Consumer Durables,Furniture & Decor,"Furniture, Home Furnishing Companies",SFL,primary_local,INE916U01025,Sheela Foam,Sheela Foam Limited
SGFIN.NS,XNSE,BANKING & FINANCIAL SERVICES,Investment & Holding,Investment Company Companies,SGFIN,primary_local,INE618R01015,SG Finserve Limited,SG Finserve Limited
SGIL.NS,XNSE,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Castings & Forgings Companies,SGIL,primary_local,INE00QT01015,Synergy Green,Synergy Green Industries Limited
SGL.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,SGL,primary_local,INE353H01010,STL Global Limited,STL Global Limited
SGMART.NS,XNSE,DIVERSIFIED & TRADING,Commodity Trading,Trading - Metals Companies,SGMART,primary_local,INE385F01024,SG Mart,SG Mart Limited
SHADOWFAX.NS,XNSE,Logistics & Trans,Logistics,Logistics Solution Provider Companies,SHADOWFAX,primary_local,INE12UN01015,Shadowfax Technologies,Shadowfax Technologies Limited
SHAH.NS,XNSE,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,SHAH,primary_local,INE482J01021,Shah Metacorp Limited,Shah Metacorp Limited
SHAHALLOYS.NS,XNSE,METALS & MINING,Iron & Steel Core,Iron & Steel Companies,SHAHALLOYS,primary_local,INE640C01011,Shah Alloys Limited,Shah Alloys Limited
SHAILY.NS,XNSE,Const. & Materials,Plastic Pipes,Plastic Products - Industrial Companies,SHAILY,primary_local,INE151G01028,Shaily Engineer.,Shaily Engineering Plastics Limited
SHAKTIPUMP.NS,XNSE,ENGINEERING & MANUFACTURING,Industrial Pumps & Compressors,"Compressors, Pumps & Diesel Engines Companies",SHAKTIPUMP,primary_local,INE908D01010,Shakti Pumps,Shakti Pumps (India) Limited
SHALBY.NS,XNSE,Healthcare Segments,Hospitals,Hospital Companies,SHALBY,primary_local,INE597J01018,Shalby,Shalby Limited
SHALPAINTS.NS,XNSE,Const. & Materials,Paint Manufacturers,Paints Companies,SHALPAINTS,primary_local,INE849C01026,Shalimar Paints,Shalimar Paints Limited
SHANTI.NS,XNSE,Food & Beverages,Edible Oil,Edible Oil Companies,SHANTI,primary_local,INE933X01016,Shanti Overseas (India) Limited,Shanti Overseas (India) Limited
SHANTIGEAR.NS,XNSE,INDUSTRIAL COMPONENTRY,Industrial Products,Industrial Products Companies,SHANTIGEAR,primary_local,INE631A01022,Shanthi Gears,Shanthi Gears Limited
SHANTIGOLD.NS,XNSE,Lifestyle & Retail,Jewellery,"Gems, Jewellery And Watches Companies",SHANTIGOLD,primary_local,INE06ZD01017,Shanti Gold,Shanti Gold International Limited
SHARDACROP.NS,XNSE,Agri Business,Crop Protection,Pesticides & Agrochemicals Companies,SHARDACROP,primary_local,INE221J01015,Sharda Cropchem,Sharda Cropchem Limited
SHARDAMOTR.NS,XNSE,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,SHARDAMOTR,primary_local,INE597I01028,Sharda Motor Industries Limited,Sharda Motor Industries Limited
SHARDUL.NS,XNSE,BANKING & FINANCIAL SERVICES,Capital Market Intern.,Stockbroking & Allied Companies,512393,bse_code,INE037B01020,Shardul Sec.,Shardul Securities Limited
SHAREINDIA.NS,XNSE,BANKING & FINANCIAL SERVICES,Capital Market Intern.,Stockbroking & Allied Companies,SHAREINDIA,primary_local,INE932X01026,Share India Sec.,Share India Securities Limited
SHEKHAWATI.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,SHEKHAWATI,primary_local,INE268L01046,Shekhawati Industries Limited,Shekhawati Industries Limited
SHEMAROO.NS,XNSE,Media & Leisure,Media & Entertainment,Media & Entertainment Companies,SHEMAROO,primary_local,INE363M01019,Shemaroo Entert.,Shemaroo Entertainment Limited
SHILCTECH.NS,XNSE,POWER INFRA & ELECTRICALS,Smart Metering & Inst.,Other Electrical Equipment Companies,SHILCTECH,primary_local,INE024F01011,Shilchar Tech.,Shilchar Technologies Limited
SHILPAMED.NS,XNSE,Healthcare Segments,Pharma,Pharmaceuticals Companies,SHILPAMED,primary_local,INE790G01031,Shilpa Medicare Limited,Shilpa Medicare Limited
SHINDL.NS,XNSE,Agri Business,Seafood & Meat,Seafood Companies,519397,bse_code,INE220Z01013,Sharat Industrie,Sharat Industries Limited
SHIVALIK.NS,XNSE,CHEMICALS & POLYMERS,Agro Chemicals,Pesticides & Agrochemicals Companies,SHIVALIK,primary_local,INE788J01021,Shivalik Rasayan,Shivalik Rasayan Limited
SHIVAMAUTO.NS,XNSE,AUTOMOTIVE COMPONENTS,Chassis & Metal Parts,Auto Components & Equipments Companies,SHIVAMAUTO,primary_local,INE637H01024,Shivam Autotech Limited,Shivam Autotech Limited
SHIVAMILLS.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,SHIVAMILLS,primary_local,INE644Y01017,Shiva Mills Limited,Shiva Mills Limited
SHIVATEX.NS,XNSE,Lifestyle & Retail,Home Textiles & Furnish,Other Textile Products Companies,SHIVATEX,primary_local,INE705C01020,Shiva Texyarn Limited,Shiva Texyarn Limited
SHK.NS,XNSE,FMCG CLUSTERS,Household & Personal Care,Personal Care Companies,SHK,primary_local,INE500L01026,S H Kelkar and Company Limited,S H Kelkar and Company Limited
SHOPERSTOP.NS,XNSE,Lifestyle & Retail,Hypermarkets & Dept. Stores,Diversified Retail Companies,SHOPERSTOP,primary_local,INE498B01024,Shoppers Stop,Shoppers Stop Limited
SHRADHA.NS,XNSE,Real Estate Segments,Commercial & Diversified,Real Estate Companies,SHRADHA,primary_local,INE715Y01031,Shradha Infraprojects Limited,Shradha Realty Limited
SHREDIGCEM.NS,XNSE,Const. & Materials,Cement,Cement & Cement Products Companies,SHREDIGCEM,primary_local,INE232A01011,Sh. Digvijay Cem,Shree Digvijay Cement Co.Ltd
SHREECEM.NS,XNSE,Const. & Materials,Cement,Cement & Cement Products Companies,SHREECEM,primary_local,INE070A01015,Shree Cement,SHREE CEMENT LIMITED
