HSICS Industry,HSICS Sector,HSICS Sub-sector,EM Industry (EN),EM Industry,Theme (EN),Theme (CN),Symbol,Name (EN),Name (CN),Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),02238,,广汽集团,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),00179,,德昌电机控股,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),00425,,敏实集团,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),01057,,浙江世宝,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),02015,,理想汽车-W,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),01316,,耐世特,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),09927,,赛力斯,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),02333,,长城汽车,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),01585,,雅迪控股,Main Board
,,,Automotive,汽车,Shanghai Connect,港股通(沪),09863,,零跑汽车,Main Board
,,,Automotive,汽车,Share Buyback,股份回购,02488,,元征科技,Main Board
,,,Automotive,汽车,Share Buyback,股份回购,02238,,广汽集团,Main Board
,,,Automotive,汽车,Share Buyback,股份回购,02451,,绿源集团控股,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),00564,,中创智领,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),01114,,华晨中国,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),02889,,博泰车联,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),00175,,吉利汽车,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),02473,,喜相逢集团,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),00699,,均胜电子,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),09973,,奇瑞汽车,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),02238,,广汽集团,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),00179,,德昌电机控股,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),00425,,敏实集团,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),01057,,浙江世宝,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),02015,,理想汽车-W,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),01316,,耐世特,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),09927,,赛力斯,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),02333,,长城汽车,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),01585,,雅迪控股,Main Board
,,,Automotive,汽车,Shenzhen Connect,港股通(深),09863,,零跑汽车,Main Board
,,,Automotive,汽车,Small Cap,小盘股,06928,,万马控股,Main Board
,,,Automotive,汽车,Small Cap,小盘股,00048,,中国汽车内饰,Main Board
,,,Automotive,汽车,Solar,太阳能,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Solar Glass,光伏玻璃,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Solid-State Battery,固态电池概念,02238,,广汽集团,Main Board
,,,Automotive,汽车,Solid-State Battery,固态电池概念,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Solid-State Battery,固态电池概念,02333,,长城汽车,Main Board
,,,Automotive,汽车,Southbound Core Holdings,南下关注核心资产,00564,,中创智领,Main Board
,,,Automotive,汽车,Southbound Core Holdings,南下关注核心资产,00175,,吉利汽车,Main Board
,,,Automotive,汽车,Southbound Core Holdings,南下关注核心资产,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Southbound Core Holdings,南下关注核心资产,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Southbound Core Holdings,南下关注核心资产,02333,,长城汽车,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,00564,,中创智领,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,00710,,京东方精电,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,01958,,北京汽车,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,01114,,华晨中国,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,00175,,吉利汽车,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,02238,,广汽集团,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,00179,,德昌电机控股,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,00425,,敏实集团,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,01057,,浙江世宝,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,01316,,耐世特,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,02333,,长城汽车,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,01585,,雅迪控股,Main Board
,,,Automotive,汽车,Stock Connect Eligible,通概念指,09863,,零跑汽车,Main Board
,,,Automotive,汽车,Taiwan-funded,台资企业,00425,,敏实集团,Main Board
,,,Automotive,汽车,Taiwan-funded,台资企业,00360,,新焦点,Main Board
,,,Automotive,汽车,Taiwan-funded,台资企业,00422,,越南制造加工出口,Main Board
,,,Automotive,汽车,Tencent Group,腾讯系,09866,,蔚来-SW,Main Board
,,,Automotive,汽车,Tesla Supply Chain,特斯拉概念,01571,,信邦控股,Main Board
,,,Automotive,汽车,Tesla Supply Chain,特斯拉概念,00425,,敏实集团,Main Board
,,,Automotive,汽车,Tesla Supply Chain,特斯拉概念,01211,,比亚迪股份,Main Board
,,,Automotive,汽车,Tesla Supply Chain,特斯拉概念,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Tesla Supply Chain,特斯拉概念,01316,,耐世特,Main Board
,,,Automotive,汽车,Tesla Supply Chain,特斯拉概念,01585,,雅迪控股,Main Board
,,,Automotive,汽车,Weighted Voting Rights,同股不同权,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Weighted Voting Rights,同股不同权,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,Weighted Voting Rights,同股不同权,09866,,蔚来-SW,Main Board
,,,Automotive,汽车,Well-known Companies,知名公司,00305,,五菱汽车,Main Board
,,,Automotive,汽车,Well-known Companies,知名公司,01114,,华晨中国,Main Board
,,,Automotive,汽车,Well-known Companies,知名公司,00175,,吉利汽车,Main Board
,,,Automotive,汽车,Well-known Companies,知名公司,09868,,小鹏集团-W,Main Board
,,,Automotive,汽车,Well-known Companies,知名公司,02238,,广汽集团,Main Board
,,,Automotive,汽车,Well-known Companies,知名公司,00708,,恒大汽车,Main Board
,,,Automotive,汽车,Well-known Companies,知名公司,02015,,理想汽车-W,Main Board
,,,Automotive,汽车,Well-known Companies,知名公司,09866,,蔚来-SW,Main Board
,,,Automotive,汽车,Wind Power,风电股,00564,,中创智领,Main Board
,,,Automotive,汽车,Xiaomi Supply Chain,小米概念,01057,,浙江世宝,Main Board
,,,Automotive,汽车,Xiaomi Supply Chain,小米概念,03606,,福耀玻璃,Main Board
,,,Automotive,汽车,Xiongan District,雄安新区,02333,,长城汽车,Main Board
,,,Automotive,汽车,Evergrande Group,恒大系,00708,,恒大汽车,Main Board
,,,Banks,银行,,,82388,,中银香港-R,Main Board
,,,Banks,银行,Belt and Road,一带一路,03866,,青岛银行,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,00998,,中信银行,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,03988,,中国银行,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,02388,,中银香港,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,03328,,交通银行,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,01288,,农业银行,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,01398,,工商银行,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,00939,,建设银行,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,03968,,招商银行,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,00005,,汇丰控股,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,02888,,渣打集团,Main Board
,,,Banks,银行,Blue Chip Index,蓝筹股指,01658,,邮储银行,Main Board
,,,Banks,银行,CITIC Group,中信系,00998,,中信银行,Main Board
,,,Banks,银行,Central SOE Index,央企指数,00998,,中信银行,Main Board
,,,Banks,银行,Central SOE Index,央企指数,06818,,中国光大银行,Main Board
,,,Banks,银行,Central SOE Index,央企指数,03988,,中国银行,Main Board
,,,Banks,银行,Central SOE Index,央企指数,02388,,中银香港,Main Board
,,,Banks,银行,Central SOE Index,央企指数,01288,,农业银行,Main Board
,,,Banks,银行,Central SOE Index,央企指数,01398,,工商银行,Main Board
,,,Banks,银行,Central SOE Index,央企指数,00939,,建设银行,Main Board
,,,Banks,银行,Central SOE Index,央企指数,01658,,邮储银行,Main Board
,,,Banks,银行,China Merchants Group,招商局系,03968,,招商银行,Main Board
,,,Banks,银行,China-Special Valuation,中特估,00998,,中信银行,Main Board
,,,Banks,银行,China-Special Valuation,中特估,03988,,中国银行,Main Board
,,,Banks,银行,China-Special Valuation,中特估,02388,,中银香港,Main Board
,,,Banks,银行,China-Special Valuation,中特估,01288,,农业银行,Main Board
,,,Banks,银行,China-Special Valuation,中特估,01398,,工商银行,Main Board
,,,Banks,银行,China-Special Valuation,中特估,00939,,建设银行,Main Board
,,,Banks,银行,China-Special Valuation,中特估,01658,,邮储银行,Main Board
,,,Banks,银行,Everbright Group,光大系,06818,,中国光大银行,Main Board
,,,Banks,银行,Greater Bay Area,粤港澳大湾区,02388,,中银香港,Main Board
,,,Banks,银行,Greater Bay Area,粤港澳大湾区,03968,,招商银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,00998,,中信银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,06818,,中国光大银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,03988,,中国银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,02388,,中银香港,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,01288,,农业银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,06138,,哈尔滨银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,09677,,威海银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,02596,,宜宾银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,01398,,工商银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,00939,,建设银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,01983,,泸州银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,09668,,渤海银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,02139,,甘肃银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,06199,,贵州银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,01658,,邮储银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,06196,,郑州银行,Main Board
,,,Banks,银行,H-Share Index (SOE),国企指数,03618,,重庆农村商业银行,Main Board
,,,Banks,银行,HK Banks,香港银行股,00023,,东亚银行,Main Board
,,,Banks,银行,HK Banks,香港银行股,02388,,中银香港,Main Board
,,,Banks,银行,HK Banks,香港银行股,02356,,大新银行集团,Main Board
,,,Banks,银行,HK Banks,香港银行股,00005,,汇丰控股,Main Board
,,,Banks,银行,HK Banks,香港银行股,02888,,渣打集团,Main Board
,,,Banks,银行,HK Concept,香港概念,00023,,东亚银行,Main Board
,,,Banks,银行,HK Concept,香港概念,02356,,大新银行集团,Main Board
,,,Banks,银行,HK Concept,香港概念,00005,,汇丰控股,Main Board
,,,Banks,银行,HK Concept,香港概念,02888,,渣打集团,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,00023,,东亚银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,00998,,中信银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,01216,,中原银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,06818,,中国光大银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,03988,,中国银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,02388,,中银香港,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,03328,,交通银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,01288,,农业银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,06138,,哈尔滨银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,01578,,天津银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,01398,,工商银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,00939,,建设银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,03698,,徽商银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,01988,,民生银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,01916,,江西银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,02016,,浙商银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,09668,,渤海银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,02139,,甘肃银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,01658,,邮储银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,06196,,郑州银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,03618,,重庆农村商业银行,Main Board
,,,Banks,银行,HK-Mainland Nexus,香港中国,03866,,青岛银行,Main Board
,,,Banks,银行,High Dividend Yield,高股息概念,00023,,东亚银行,Main Board
,,,Banks,银行,Huawei HarmonyOS,华为鸿蒙概念,00998,,中信银行,Main Board
,,,Banks,银行,Huawei HarmonyOS,华为鸿蒙概念,01216,,中原银行,Main Board
,,,Banks,银行,Huawei HarmonyOS,华为鸿蒙概念,06818,,中国光大银行,Main Board
,,,Banks,银行,Huawei HarmonyOS,华为鸿蒙概念,03988,,中国银行,Main Board
,,,Banks,银行,Huawei HarmonyOS,华为鸿蒙概念,03328,,交通银行,Main Board
,,,Banks,银行,Huawei HarmonyOS,华为鸿蒙概念,01288,,农业银行,Main Board
,,,Banks,银行,Huawei HarmonyOS,华为鸿蒙概念,00939,,建设银行,Main Board
,,,Banks,银行,Huawei HarmonyOS,华为鸿蒙概念,01988,,民生银行,Main Board
,,,Banks,银行,Huawei HarmonyOS,华为鸿蒙概念,06196,,郑州银行,Main Board
,,,Banks,银行,MSCI Constituent,MSCI概念,01658,,邮储银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,09889,,东莞农商银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,00998,,中信银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,01216,,中原银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,06818,,中国光大银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,03988,,中国银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,02388,,中银香港,Main Board
,,,Banks,银行,Mainland Banks,中资银行,06190,,九江银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,03328,,交通银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,01288,,农业银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,06138,,哈尔滨银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,01578,,天津银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,09677,,威海银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,02596,,宜宾银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,01398,,工商银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,01551,,广州农商银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,00939,,建设银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,03698,,徽商银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,03968,,招商银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,02558,,晋商银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,01988,,民生银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,01916,,江西银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,01983,,泸州银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,02016,,浙商银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,09668,,渤海银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,02139,,甘肃银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,06199,,贵州银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,01658,,邮储银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,06196,,郑州银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,03618,,重庆农村商业银行,Main Board
,,,Banks,银行,Mainland Banks,中资银行,03866,,青岛银行,Main Board
,,,Banks,银行,Modern Services,现代服务业,00440,,大新金融,Main Board
,,,Banks,银行,Modern Services,现代服务业,06196,,郑州银行,Main Board
,,,Banks,银行,Previously Shorted,曾遭做空,02888,,渣打集团,Main Board
,,,Banks,银行,SOE Reform,国企改革,00998,,中信银行,Main Board
,,,Banks,银行,SOE Reform,国企改革,06818,,中国光大银行,Main Board
,,,Banks,银行,SOE Reform,国企改革,03988,,中国银行,Main Board
,,,Banks,银行,SOE Reform,国企改革,02388,,中银香港,Main Board
,,,Banks,银行,SOE Reform,国企改革,03328,,交通银行,Main Board
,,,Banks,银行,SOE Reform,国企改革,01288,,农业银行,Main Board
,,,Banks,银行,SOE Reform,国企改革,06138,,哈尔滨银行,Main Board
,,,Banks,银行,SOE Reform,国企改革,01398,,工商银行,Main Board
